orpha:10	48,xxyy syndrome	48,xxyy syndrome
orpha:364526	primary bone dysplasia	primary skeletal dysplasia
orpha:364531	primary bone dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments	primary bone dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments
orpha:364531	primary bone dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments	primary osteodysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments
orpha:364531	primary bone dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments	primary skeletal dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments
orpha:364536	primary bone dysplasia with micromelia	primary bone dysplasia with micromelia
orpha:364536	primary bone dysplasia with micromelia	primary osteodysplasia with micromelia
orpha:364536	primary bone dysplasia with micromelia	primary skeletal dysplasia with micromelia
orpha:364541	otopalatodigital syndrome spectrum disorder	otopalatodigital syndrome spectrum disorder
orpha:364541	otopalatodigital syndrome spectrum disorder	opd spectrum disorder
orpha:364541	otopalatodigital syndrome spectrum disorder	opsd
orpha:364559	dysostosis	dysostosis
orpha:364568	dysostosis with limb anomaly as a major feature	dysostosis with limb anomaly as a major feature
orpha:364571	dysostosis with limb and face anomalies as a major feature	dysostosis with limb and face anomalies as a major feature
orpha:364574	acrofacial dysostosis	acrofacial dysostosis
orpha:364577	intellectual disability-brachydactyly-pierre robin syndrome	intellectual disability-brachydactyly-pierre robin syndrome
orpha:364803	rare bone disease related to a common gene or pathway defect	rare bone disease related to a common gene or pathway defect
orpha:364817	aggrecan-related bone disorder	aggrecan-related bone disorder
orpha:364820	trpv4-related bone disorder	trpv4-related bone disorder
orpha:365	glycogen storage disease due to acid maltase deficiency	glycogen storage disease due to acid maltase deficiency
orpha:365	glycogen storage disease due to acid maltase deficiency	alpha-1,4-glucosidase acid deficiency
orpha:365	glycogen storage disease due to acid maltase deficiency	gsd due to acid maltase deficiency
orpha:365	glycogen storage disease due to acid maltase deficiency	gsd type 2
orpha:365	glycogen storage disease due to acid maltase deficiency	gsd type ii
orpha:365	glycogen storage disease due to acid maltase deficiency	glycogen storage disease type 2
orpha:365	glycogen storage disease due to acid maltase deficiency	glycogen storage disease type ii
orpha:365	glycogen storage disease due to acid maltase deficiency	glycogenosis due to acid maltase deficiency
orpha:365	glycogen storage disease due to acid maltase deficiency	glycogenosis type 2
orpha:365	glycogen storage disease due to acid maltase deficiency	glycogenosis type ii
orpha:365	glycogen storage disease due to acid maltase deficiency	pompe disease
orpha:365563	primary short bowel syndrome	primary short bowel syndrome
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	glycogen storage disease due to glycogen debranching enzyme deficiency
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	amylo-1,6-glucosidase deficiency
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	cori disease
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	cori-forbes disease
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	forbes disease
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	gde deficiency
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	gsd due to glycogen debranching enzyme deficiency
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	gsd type 3
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	gsdiii
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	glycogen storage disease type 3
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	glycogen storage disease type iii
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	glycogenosis due to glycogen debranching enzyme deficiency
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	glycogenosis type 3
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	glycogenosis type iii
orpha:366	glycogen storage disease due to glycogen debranching enzyme deficiency	limit dextrinosis
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	glycogen storage disease due to glycogen branching enzyme deficiency
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	amylopectinosis
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	andersen disease
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	gsd due to glycogen branching enzyme deficiency
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	gsd type 4
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	gsd type iv
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	glycogen storage disease type 4
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	glycogen storage disease type iv
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	glycogenosis due to glycogen branching enzyme deficiency
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	glycogenosis type 4
orpha:367	glycogen storage disease due to glycogen branching enzyme deficiency	glycogenosis type iv
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	glycogen storage disease due to muscle glycogen phosphorylase deficiency
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	gsd due to muscle glycogen phosphorylase deficiency
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	gsd type 5
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	gsd type v
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	glycogen storage disease type 5
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	glycogen storage disease type v
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	glycogenosis due to muscle glycogen phosphorylase deficiency
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	glycogenosis type 5
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	glycogenosis type v
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	mcardle disease
orpha:368	glycogen storage disease due to muscle glycogen phosphorylase deficiency	myophosphorylase deficiency
orpha:36899	myoclonus-dystonia syndrome	myoclonus-dystonia syndrome
orpha:36899	myoclonus-dystonia syndrome	alcohol-responsive dystonia
orpha:36899	myoclonus-dystonia syndrome	hereditary essential myoclonus
orpha:36899	myoclonus-dystonia syndrome	myoclonic dystonia
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	glycogen storage disease due to liver glycogen phosphorylase deficiency
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	gsd due to liver glycogen phosphorylase deficiency
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	gsd type 6
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	gsd type vi
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	glycogen storage disease type 6
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	glycogen storage disease type vi
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	glycogenosis due to liver glycogen phosphorylase deficiency
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	glycogenosis type 6
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	glycogenosis type vi
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	hepatic glycogen phosphorylase deficiency
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	hepatic phosphorylase deficiency
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	hers disease
orpha:369	glycogen storage disease due to liver glycogen phosphorylase deficiency	liver glycogen phosphorylase deficiency
orpha:36913	autoimmune hypoparathyroidism	autoimmune hypoparathyroidism
orpha:369837	intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome	intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome
orpha:369837	intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome	congenital disorder of glycosylation due to pigt deficiency
orpha:369837	intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome	mcahs type 3
orpha:369837	intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome	multiple congenital anomalies-hypotonia-seizures syndrome type 3
orpha:369837	intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome	pigt-cdg
orpha:369840	autosomal recessive limb-girdle muscular dystrophy type 2s	autosomal recessive limb-girdle muscular dystrophy type 2s
orpha:369840	autosomal recessive limb-girdle muscular dystrophy type 2s	lgmd2s
orpha:369847	intellectual disability-hyperkinetic movement-truncal ataxia syndrome	intellectual disability-hyperkinetic movement-truncal ataxia syndrome
orpha:369852	congenital neutropenia-myelofibrosis-nephromegaly syndrome	congenital neutropenia-myelofibrosis-nephromegaly syndrome
orpha:369852	congenital neutropenia-myelofibrosis-nephromegaly syndrome	congenital neutropenia-bone marrow fibrosis-nephromegaly syndrome
orpha:369852	congenital neutropenia-myelofibrosis-nephromegaly syndrome	vps45 deficiency
orpha:369861	congenital sideroblastic anemia-b-cell immunodeficiency-periodic fever-developmental delay syndrome	congenital sideroblastic anemia-b-cell immunodeficiency-periodic fever-developmental delay syndrome
orpha:369861	congenital sideroblastic anemia-b-cell immunodeficiency-periodic fever-developmental delay syndrome	sifd syndrome
orpha:369867	autosomal recessive intermediate charcot-marie-tooth disease type c	autosomal recessive intermediate charcot-marie-tooth disease type c
orpha:369867	autosomal recessive intermediate charcot-marie-tooth disease type c	ri-cmt type c
orpha:369873	obesity due to sim1 deficiency	obesity due to sim1 deficiency
orpha:369881	2p21 microdeletion syndrome without cystinuria	2p21 microdeletion syndrome without cystinuria
orpha:369881	2p21 microdeletion syndrome without cystinuria	del(2)(p21) without cystinuria
orpha:369886	homozygous 2p21 microdeletion syndrome	homozygous 2p21 microdeletion syndrome
orpha:369886	homozygous 2p21 microdeletion syndrome	2p21 contiguous gene deletion syndrome
orpha:369891	cardiac anomalies-developmental delay-facial dysmorphism syndrome	cardiac anomalies-developmental delay-facial dysmorphism syndrome
orpha:369897	mitochondrial dna depletion syndrome, encephalomyopathic form with variable craniofacial anomalies	mitochondrial dna depletion syndrome, encephalomyopathic form with variable craniofacial anomalies
orpha:369897	mitochondrial dna depletion syndrome, encephalomyopathic form with variable craniofacial anomalies	mtdna depletion syndrome, encephalomyopathic form with variable craniofacial anomalies
orpha:369913	combined oxidative phosphorylation defect type 17	combined oxidative phosphorylation defect type 17
orpha:369913	combined oxidative phosphorylation defect type 17	coxpd17
orpha:369920	pontocerebellar hypoplasia type 9	pontocerebellar hypoplasia type 9
orpha:369920	pontocerebellar hypoplasia type 9	pch9
orpha:369929	aldosterone-producing adenoma with seizures and neurological abnormalities	aldosterone-producing adenoma with seizures and neurological abnormalities
orpha:369929	aldosterone-producing adenoma with seizures and neurological abnormalities	apa with seizures and neurological abnormalities
orpha:369929	aldosterone-producing adenoma with seizures and neurological abnormalities	aldosterone-secreting adenoma with seizures and neurological abnormalities
orpha:369929	aldosterone-producing adenoma with seizures and neurological abnormalities	conn adenoma with seizures and neurological abnormalities
orpha:369939	severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome	severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome
orpha:369942	cadds	cadds
orpha:369942	cadds	contiguous abcd1 dxs1357e deletion syndrome
orpha:369942	cadds	zellweger-like contiguous gene deletion syndrome
orpha:369950	intellectual disability-seizures-macrocephaly-obesity syndrome	intellectual disability-seizures-macrocephaly-obesity syndrome
orpha:369950	intellectual disability-seizures-macrocephaly-obesity syndrome	der(8)t(8;12)
orpha:369955	methylmalonic acidemia with homocystinuria, type cblj	methylmalonic acidemia with homocystinuria, type cblj
orpha:369955	methylmalonic acidemia with homocystinuria, type cblj	cblj defects
orpha:369955	methylmalonic acidemia with homocystinuria, type cblj	cobalamin j defect
orpha:369955	methylmalonic acidemia with homocystinuria, type cblj	combined defect in adenosylcobalamin and methylcobalamin synthesis, type cblj
orpha:369955	methylmalonic acidemia with homocystinuria, type cblj	methylmalonic aciduria with homocystinuria, type cblj
orpha:369962	methylmalonic acidemia with homocystinuria, type cblx	methylmalonic acidemia with homocystinuria, type cblx
orpha:369962	methylmalonic acidemia with homocystinuria, type cblx	combined defect in adenosylcobalamin and methylcobalamin synthesis, type cblx
orpha:369962	methylmalonic acidemia with homocystinuria, type cblx	methylmalonic aciduria with homocystinuria, type cblx
orpha:369970	microcornea-myopic chorioretinal atrophy-telecanthus syndrome	microcornea-myopic chorioretinal atrophy-telecanthus syndrome
orpha:369970	microcornea-myopic chorioretinal atrophy-telecanthus syndrome	mmcat syndrome
orpha:369979	finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome	finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome
orpha:369992	severe dermatitis-multiple allergies-metabolic wasting syndrome	severe dermatitis-multiple allergies-metabolic wasting syndrome
orpha:369992	severe dermatitis-multiple allergies-metabolic wasting syndrome	congenital erythroderma-hypotrichosis-recurrent infections-multiple food allergies syndrome
orpha:369992	severe dermatitis-multiple allergies-metabolic wasting syndrome	sam syndrome
orpha:369999	diffuse palmoplantar keratoderma with painful fissures	diffuse palmoplantar keratoderma with painful fissures
orpha:37	acrodermatitis enteropathica	acrodermatitis enteropathica
orpha:37	acrodermatitis enteropathica	aez
orpha:37	acrodermatitis enteropathica	acrodermatitis enteropathica, zinc deficiency type
orpha:37	acrodermatitis enteropathica	inherited zinc deficiency
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	glycogen storage disease due to phosphorylase kinase deficiency
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	gsd due to phosphorylase kinase deficiency
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	gsd type 9
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	gsd type ix
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	glycogen storage disease due to phk deficiency
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	glycogen storage disease type 9
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	glycogen storage disease type ix
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	glycogenosis due to phosphorylase kinase deficiency
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	glycogenosis type 9
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	glycogenosis type ix
orpha:370	glycogen storage disease due to phosphorylase kinase deficiency	gycogenosis due to phk deficiency
orpha:370002	focal palmoplantar keratoderma with joint keratoses	focal palmoplantar keratoderma with joint keratoses
orpha:370010	intellectual disability-facial dysmorphism-hand anomalies syndrome	intellectual disability-facial dysmorphism-hand anomalies syndrome
orpha:370015	spondyloepimetaphyseal dysplasia, isidor type	spondyloepimetaphyseal dysplasia, isidor type
orpha:370019	spondylometaphyseal dysplasia, czarny-ratajczak type	spondylometaphyseal dysplasia, czarny-ratajczak type
orpha:370022	ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome
orpha:370022	ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	poretti-boltshauser syndrome
orpha:370026	acute myeloid leukemia with t(8;16)(p11;p13) translocation	acute myeloid leukemia with t(8;16)(p11;p13) translocation
orpha:370026	acute myeloid leukemia with t(8;16)(p11;p13) translocation	aml with t(8;16)(p11;p13) translocation
orpha:370034	familial syringomyelia	familial syringomyelia
orpha:370039	angora hair nevus	angora hair nevus
orpha:370039	angora hair nevus	schauder syndrome
orpha:370046	didymosis aplasticosebacea	didymosis aplasticosebacea
orpha:370046	didymosis aplasticosebacea	aplasia cutis congenita-nevus sebaceus syndrome
orpha:370052	scalp syndrome	scalp syndrome
orpha:370052	scalp syndrome	sebaceous nevus-cns malformations-aplasia cutis congenital-limbal dermoid-pigmented nevus syndrome
orpha:370052	scalp syndrome	sebaceous nevus-central nervous system malformations-aplasia cutis congenital-limbal dermoid-pigmented nevus syndrome
orpha:370059	nevada syndrome	nevada syndrome
orpha:370059	nevada syndrome	nevus epidermicus verrucosus with angiodysplasia and aneurysms
orpha:370068	fetal anticonvulsant syndrome	fetal anticonvulsant syndrome
orpha:370068	fetal anticonvulsant syndrome	facs
orpha:370068	fetal anticonvulsant syndrome	fetal aeds
orpha:370068	fetal anticonvulsant syndrome	fetal antiepileptic drug syndrome
orpha:370076	fetal carbamazepine syndrome	fetal carbamazepine syndrome
orpha:370079	proximal 16p11.2 microduplication syndrome	proximal 16p11.2 microduplication syndrome
orpha:370079	proximal 16p11.2 microduplication syndrome	proximal dup(16)(p11.2)
orpha:370079	proximal 16p11.2 microduplication syndrome	proximal trisomy 16p11.2
orpha:370088	acute infantile liver failure-multisystemic involvement syndrome	acute infantile liver failure-multisystemic involvement syndrome
orpha:370091	oculocutaneous albinism type 5	oculocutaneous albinism type 5
orpha:370091	oculocutaneous albinism type 5	oca5
orpha:370097	oculocutaneous albinism type 6	oculocutaneous albinism type 6
orpha:370097	oculocutaneous albinism type 6	oca6
orpha:370103	primary dystonia, dyt17 type	primary dystonia, dyt17 type
orpha:370106	rare disorder with dystonia and other neurologic or systemic manifestation	rare disorder with dystonia and other neurologic or systemic manifestation
orpha:370109	ataxia-telangiectasia variant	ataxia-telangiectasia variant
orpha:370109	ataxia-telangiectasia variant	v-at
orpha:370114	combined cervical dystonia	combined cervical dystonia
orpha:370127	medich giant platelet syndrome	medich giant platelet syndrome
orpha:370127	medich giant platelet syndrome	medich macrothrombocytopenia
orpha:370131	white platelet syndrome	white platelet syndrome
orpha:370334	extraskeletal ewing sarcoma	extraskeletal ewing sarcoma
orpha:370334	extraskeletal ewing sarcoma	eoe
orpha:370334	extraskeletal ewing sarcoma	extraosseous ewing sarcoma
orpha:370334	extraskeletal ewing sarcoma	extraosseous ewing tumor
orpha:370334	extraskeletal ewing sarcoma	extraskeletal ewing tumor
orpha:370348	peripheral primitive neuroectodermal tumor	peripheral primitive neuroectodermal tumor
orpha:370348	peripheral primitive neuroectodermal tumor	ppnet
orpha:370348	peripheral primitive neuroectodermal tumor	peripheral pnet
orpha:370396	small cell carcinoma of the ovary	small cell carcinoma of the ovary
orpha:370396	small cell carcinoma of the ovary	scco
orpha:370396	small cell carcinoma of the ovary	small cell ovarian carcinoma
orpha:37042	immune dysregulation-polyendocrinopathy-enteropathy-x-linked syndrome	immune dysregulation-polyendocrinopathy-enteropathy-x-linked syndrome
orpha:37042	immune dysregulation-polyendocrinopathy-enteropathy-x-linked syndrome	autoimmune enteropathy type 1
orpha:37042	immune dysregulation-polyendocrinopathy-enteropathy-x-linked syndrome	ipex
orpha:370921	stt3a-cdg	stt3a-cdg
orpha:370921	stt3a-cdg	cdg syndrome type iw
orpha:370921	stt3a-cdg	cdg-iw
orpha:370921	stt3a-cdg	cdg1w
orpha:370921	stt3a-cdg	congenital disorder of glycosylation type 1w
orpha:370921	stt3a-cdg	congenital disorder of glycosylation type iw
orpha:370924	stt3b-cdg	stt3b-cdg
orpha:370924	stt3b-cdg	cdg syndrome type ix
orpha:370924	stt3b-cdg	cdg-ix
orpha:370924	stt3b-cdg	cdg1x
orpha:370924	stt3b-cdg	carbohydrate deficient glycoprotein syndrome type ix
orpha:370924	stt3b-cdg	congenital disorder of glycosylation type 1x
orpha:370924	stt3b-cdg	congenital disorder of glycosylation type ix
orpha:370927	ssr4-cdg	ssr4-cdg
orpha:370927	ssr4-cdg	cdg syndrome type iy
orpha:370927	ssr4-cdg	cdg-iy
orpha:370927	ssr4-cdg	cdg1y
orpha:370927	ssr4-cdg	carbohydrate deficient glycoprotein syndrome type iy
orpha:370927	ssr4-cdg	congenital disorder of glycosylation type 1y
orpha:370927	ssr4-cdg	congenital disorder of glycosylation type iy
orpha:370930	xylt1-cdg	xylt1-cdg
orpha:370933	gm3 synthase deficiency	gm3 synthase deficiency
orpha:370933	gm3 synthase deficiency	st3gal5-cdg
orpha:370938	salt-and-pepper syndrome	salt-and-pepper syndrome
orpha:370943	autism spectrum disorder-epilepsy-arthrogryposis syndrome	autism spectrum disorder-epilepsy-arthrogryposis syndrome
orpha:370943	autism spectrum disorder-epilepsy-arthrogryposis syndrome	slc35a3-cdg
orpha:370953	congenital muscular dystrophy due to dystroglycanopathy	congenital muscular dystrophy due to dystroglycanopathy
orpha:370953	congenital muscular dystrophy due to dystroglycanopathy	cmd due to dystroglycanopathy
orpha:370959	congenital muscular dystrophy with cerebellar involvement	congenital muscular dystrophy with cerebellar involvement
orpha:370959	congenital muscular dystrophy with cerebellar involvement	cmd with cerebellar involvement
orpha:370959	congenital muscular dystrophy with cerebellar involvement	cmd-crb
orpha:370968	congenital muscular dystrophy with intellectual disability	congenital muscular dystrophy with intellectual disability
orpha:370968	congenital muscular dystrophy with intellectual disability	cmd with intellectual disability
orpha:370968	congenital muscular dystrophy with intellectual disability	cmd-mr
orpha:370980	congenital muscular dystrophy without intellectual disability	congenital muscular dystrophy without intellectual disability
orpha:370980	congenital muscular dystrophy without intellectual disability	cmd without intellectual disability
orpha:370980	congenital muscular dystrophy without intellectual disability	cmd-no mr
orpha:370980	congenital muscular dystrophy without intellectual disability	congenital muscular dystrophy-dystroglycanopathy without intellectual disability
orpha:370997	muscle-eye-brain disease with bilateral multicystic leucodystrophy	muscle-eye-brain disease with bilateral multicystic leucodystrophy
orpha:370997	muscle-eye-brain disease with bilateral multicystic leucodystrophy	meb disease with bilateral multicystic leucodystrophy
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	glycogen storage disease due to muscle phosphofructokinase deficiency
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	gsd due to muscle phosphofructokinase deficiency
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	gsd type 7
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	gsd type vii
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	glycogen storage disease type 7
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	glycogen storage disease type vii
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	glycogenosis due to muscle phosphofructokinase deficiency
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	glycogenosis type 7
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	glycogenosis type vii
orpha:371	glycogen storage disease due to muscle phosphofructokinase deficiency	tarui disease
orpha:371007	congenital muscular dystrophy with hyperlaxity	congenital muscular dystrophy with hyperlaxity
orpha:371007	congenital muscular dystrophy with hyperlaxity	cmdh
orpha:371024	qualitative or quantitative defects of alpha-dystroglycan	qualitative or quantitative defects of alpha-dystroglycan
orpha:371024	qualitative or quantitative defects of alpha-dystroglycan	alpha-dystroglycanopathy
orpha:371024	qualitative or quantitative defects of alpha-dystroglycan	dystroglycanopathy
orpha:371040	primary qualitative or quantitative defects of alpha-dystroglycan	primary qualitative or quantitative defects of alpha-dystroglycan
orpha:371040	primary qualitative or quantitative defects of alpha-dystroglycan	primary alpha-dystroglycanopathy
orpha:371040	primary qualitative or quantitative defects of alpha-dystroglycan	primary dystroglycanopathy
orpha:371047	congenital disorder of glycosylation with neurological involvement	congenital disorder of glycosylation with neurological involvement
orpha:371047	congenital disorder of glycosylation with neurological involvement	cdg with neurological involvement
orpha:371054	x-linked congenital disorder of glycosylation with intellectual disability as a major feature	x-linked congenital disorder of glycosylation with intellectual disability as a major feature
orpha:371054	x-linked congenital disorder of glycosylation with intellectual disability as a major feature	x-linked cdg with intellectual disability as a major feature
orpha:371064	non-x-linked congenital disorder of glycosylation with intellectual disability as a major feature	non-x-linked congenital disorder of glycosylation with intellectual disability as a major feature
orpha:371064	non-x-linked congenital disorder of glycosylation with intellectual disability as a major feature	non-x-linked cdg with intellectual disability as a major feature
orpha:371071	congenital disorder of glycosylation with epilepsy as a major feature	congenital disorder of glycosylation with epilepsy as a major feature
orpha:371071	congenital disorder of glycosylation with epilepsy as a major feature	cdg with epilepsy as a major feature
orpha:371157	congenital disorder of glycosylation with hepatic involvement	congenital disorder of glycosylation with hepatic involvement
orpha:371157	congenital disorder of glycosylation with hepatic involvement	cdg with hepatic involvement
orpha:371176	congenital disorder of glycosylation with dilated cardiomyopathy	congenital disorder of glycosylation with dilated cardiomyopathy
orpha:371176	congenital disorder of glycosylation with dilated cardiomyopathy	cdg with dilated cardiomyopathy
orpha:371183	congenital disorder of glycosylation with cardiac malformation as a major feature	congenital disorder of glycosylation with cardiac malformation as a major feature
orpha:371183	congenital disorder of glycosylation with cardiac malformation as a major feature	cdg with cardiac malformation as a major feature
orpha:371188	congenital disorder of glycosylation with intestinal involvement	congenital disorder of glycosylation with intestinal involvement
orpha:371188	congenital disorder of glycosylation with intestinal involvement	cdg with intestinal involvement
orpha:371195	congenital disorder of glycosylation-related bone disorder	congenital disorder of glycosylation-related bone disorder
orpha:371195	congenital disorder of glycosylation-related bone disorder	cdg-related bone disorder
orpha:371200	congenital disorder of glycosylation with skin involvement	congenital disorder of glycosylation with skin involvement
orpha:371200	congenital disorder of glycosylation with skin involvement	cdg with skin involvement
orpha:371207	congenital disorder of glycosylation with nephropathy as a major feature	congenital disorder of glycosylation with nephropathy as a major feature
orpha:371207	congenital disorder of glycosylation with nephropathy as a major feature	cdg with nephropathy as a major feature
orpha:371212	congenital disorder of glycosylation with deafness as a major feature	congenital disorder of glycosylation with deafness as a major feature
orpha:371212	congenital disorder of glycosylation with deafness as a major feature	cdg with deafness as a major feature
orpha:371235	congenital disorder of glycosylation with developmental anomaly	congenital disorder of glycosylation with developmental anomaly
orpha:371235	congenital disorder of glycosylation with developmental anomaly	cdg with developmental anomaly
orpha:371364	hypotonia-speech impairment-severe cognitive delay syndrome	hypotonia-speech impairment-severe cognitive delay syndrome
orpha:371364	hypotonia-speech impairment-severe cognitive delay syndrome	ihprf syndrome
orpha:371364	hypotonia-speech impairment-severe cognitive delay syndrome	infantile hypotonia-psychomotor retardation-characteristic facies syndrome
orpha:371428	multicentric osteolysis-nodulosis-arthropathy spectrum	multicentric osteolysis-nodulosis-arthropathy spectrum
orpha:371428	multicentric osteolysis-nodulosis-arthropathy spectrum	mona spectrum
orpha:371433	genetic periodic paralysis	genetic periodic paralysis
orpha:371436	genetic neurovascular malformation	genetic neurovascular malformation
orpha:371442	sphingolipidosis with epilepsy	sphingolipidosis with epilepsy
orpha:371445	genetic syndromic esophageal malformation	genetic syndromic esophageal malformation
orpha:371861	genetic hyperaldosteronism	genetic hyperaldosteronism
orpha:37202	interstitial cystitis	interstitial cystitis
orpha:37202	interstitial cystitis	bladder pain syndrome
orpha:37202	interstitial cystitis	ic/bps
orpha:37202	interstitial cystitis	ic/pbs
orpha:37202	interstitial cystitis	interstitial cystitis/bladder pain syndrome
orpha:37202	interstitial cystitis	interstitial cystitis/painful bladder syndrome
orpha:37202	interstitial cystitis	painful bladder syndrome
orpha:373	simpson-golabi-behmel syndrome	simpson-golabi-behmel syndrome
orpha:373	simpson-golabi-behmel syndrome	dgsx
orpha:373	simpson-golabi-behmel syndrome	golabi-rosen syndrome
orpha:373	simpson-golabi-behmel syndrome	sdys
orpha:373	simpson-golabi-behmel syndrome	sgbs
orpha:373	simpson-golabi-behmel syndrome	sgbs1
orpha:373	simpson-golabi-behmel syndrome	simpson dysmorphia syndrome
orpha:373	simpson-golabi-behmel syndrome	simpson-golabi-behmel syndrome type 1
orpha:373	simpson-golabi-behmel syndrome	x-linked dysplasia gigantism syndrome
orpha:374	goldenhar syndrome	goldenhar syndrome
orpha:374	goldenhar syndrome	expanded spectrum hemifacial microsomia
orpha:374	goldenhar syndrome	facioauriculovertebral dysplasia
orpha:374	goldenhar syndrome	oav dysplasia
orpha:374	goldenhar syndrome	oavs
orpha:374	goldenhar syndrome	oculoauriculovertebral dysplasia
orpha:374	goldenhar syndrome	oculoauriculovertebral syndrome
orpha:375	anti-glomerular basement membrane disease	anti-glomerular basement membrane disease
orpha:375	anti-glomerular basement membrane disease	anti-gbm syndrome
orpha:375	anti-glomerular basement membrane disease	goodpasture syndrome
